qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
17.153024673461914,80.87587356567383,73.42743873596191,347.69296646118164,197.44539260864258,211.38668060302734,141.28994941711426
17.327070236206055,78.86791229248047,90.1632308959961,350.06070137023926,192.02589988708496,204.22649383544922,137.65931129455566
16.8454647064209,82.7789306640625,74.37586784362793,358.22224617004395,191.35713577270508,205.53994178771973,139.22667503356934
17.56429672241211,83.20784568786621,88.7911319732666,353.4719944000244,194.1394805908203,213.04750442504883,143.2631015777588
18.01896095275879,74.41473007202148,79.71858978271484,344.06423568725586,193.56560707092285,205.9326171875,140.34605026245117
17.26245880126953,77.95596122741699,74.32389259338379,340.48986434936523,188.2152557373047,209.28096771240234,138.78440856933594
17.09127426147461,75.72746276855469,74.74470138549805,369.1065311431885,190.74106216430664,207.67998695373535,138.444185256958
16.62731170654297,74.14674758911133,71.36130332946777,339.979887008667,192.01231002807617,212.97097206115723,137.34126091003418
17.720460891723633,84.35320854187012,74.18704032897949,342.2110080718994,197.98731803894043,206.6812515258789,136.89732551574707
17.235517501831055,81.10404014587402,81.71319961547852,346.41551971435547,195.93167304992676,203.7220001220703,137.7701759338379
16.779422760009766,77.66532897949219,85.61491966247559,341.1905765533447,194.88096237182617,202.1028995513916,135.93220710754395
16.864776611328125,77.15201377868652,87.1429443359375,346.35114669799805,198.7452507019043,209.83433723449707,140.26808738708496
17.5628662109375,83.27245712280273,75.38628578186035,358.4597110748291,199.88203048706055,212.93902397155762,154.32357788085938
17.90595054626465,81.89249038696289,76.63583755493164,369.57645416259766,199.37658309936523,203.98545265197754,140.6729221343994
17.096519470214844,79.00357246398926,76.09105110168457,335.465669631958,193.53771209716797,205.05356788635254,141.5421962738037
17.354965209960938,83.05764198303223,80.3995132446289,346.5583324432373,192.69204139709473,235.7501983642578,159.14583206176758
18.635272979736328,100.72541236877441,99.24626350402832,403.1341075897217,205.45268058776855,231.45532608032227,153.1226634979248
18.601417541503906,83.99462699890137,93.46437454223633,370.2659606933594,210.36148071289062,221.30322456359863,148.7586498260498
18.52250099182129,99.38478469848633,99.75504875183105,494.5375919342041,211.226224899292,219.96760368347168,149.69444274902344
18.42212677001953,79.36644554138184,82.09562301635742,365.2689456939697,250.8840560913086,299.9730110168457,151.37434005737305
19.000768661499023,86.50803565979004,88.53530883789062,373.73924255371094,206.55417442321777,223.47736358642578,141.97206497192383
18.091917037963867,78.78899574279785,78.42445373535156,341.19296073913574,196.3651180267334,205.34491539001465,139.5726203918457
17.500877380371094,83.53734016418457,72.16930389404297,338.17195892333984,191.26200675964355,207.30185508728027,149.21975135803223
17.386198043823242,77.38542556762695,74.30768013000488,337.0790481567383,194.22507286071777,205.17683029174805,145.71166038513184
17.34638214111328,90.93117713928223,78.54199409484863,328.57441902160645,194.50616836547852,204.32424545288086,137.9852294921875
17.195940017700195,78.83358001708984,78.12333106994629,325.22034645080566,188.85302543640137,205.94263076782227,135.23602485656738
17.08245277404785,77.01683044433594,84.76805686950684,375.1556873321533,192.6126480102539,205.8885097503662,136.36541366577148
16.979217529296875,84.1681957244873,78.35626602172852,342.357873916626,193.36891174316406,202.20446586608887,137.53509521484375
17.413616180419922,76.95937156677246,85.80398559570312,351.98330879211426,201.9217014312744,203.8595676422119,134.4473361968994
16.438007354736328,94.02060508728027,78.14431190490723,341.2971496582031,199.7067928314209,202.35848426818848,136.74283027648926
17.56572723388672,72.48973846435547,79.10990715026855,338.56844902038574,194.96393203735352,205.29413223266602,139.6336555480957
